"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"61275028","2024-05-27T00:26:01.000","2024-05-27T00:33:12.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10457","325 EAST  176 STREET","EAST  176 STREET","ANTHONY AVENUE","EAST TREMONT AVENUE","ANTHONY AVENUE","EAST TREMONT AVENUE","ADDRESS","BRONX","EAST  176 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:33:15.000","05 BRONX","2028030038","BRONX","1011000","248044","MOBILE","Unspecified","BRONX",,,,,,,,"40.84745802929227","-73.90331353228153","
,  
(40.84745802929227, -73.90331353228153)"
"61279584","2024-05-27T00:26:01.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11210","3405 FOSTER AVENUE","FOSTER AVENUE","NEW YORK AVENUE","BROOKLYN AVENUE","NEW YORK AVENUE","BROOKLYN AVENUE","ADDRESS","BROOKLYN","FOSTER AVENUE",,"In Progress",,,"2024-05-27T00:53:50.000","17 BROOKLYN","3049670040","BROOKLYN","999943","172055","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.6389139285042","-73.94345575463049","
,  
(40.6389139285042, -73.94345575463049)"
"61278536","2024-05-27T00:25:47.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10456","1064 CAULDWELL AVENUE","CAULDWELL AVENUE","EAST  165 STREET","BOSTON ROAD","EAST  165 STREET","BOSTON ROAD","ADDRESS","BRONX","CAULDWELL AVENUE",,"In Progress",,,"2024-05-27T01:13:58.000","03 BRONX","2026330010","BRONX","1010381","240358","ONLINE","Unspecified","BRONX",,,,,,,,"40.82636405186427","-73.90558081761218","
,  
(40.82636405186427, -73.90558081761218)"
"61274688","2024-05-27T00:25:45.000","2024-05-27T00:39:29.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11421","80-20 PARK LN SOUTH","PARK LN SOUTH","80 STREET","FOREST PARK DRIVE","80 STREET","FOREST PARK DRIVE","ADDRESS","WOODHAVEN","PARK LANE SOUTH",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-05-27T00:39:32.000","09 QUEENS","4088510115","QUEENS","1022288","192824","MOBILE","Unspecified","QUEENS",,,,,,,,"40.69585236180941","-73.86282625639046","
,  
(40.69585236180941, -73.86282625639046)"
"61272173","2024-05-27T00:25:42.000",,"NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","11428","216-10 JAMAICA AVENUE","JAMAICA AVENUE","216 STREET","217 STREET","216 STREET","217 STREET","ADDRESS","QUEENS VILLAGE","JAMAICA AVENUE",,"In Progress",,,"2024-05-27T00:52:05.000","13 QUEENS","4107590152","QUEENS","1056693","200813","PHONE","Unspecified","QUEENS",,,,,,,,"40.71756542684851","-73.73866855441617","
,  
(40.71756542684851, -73.73866855441617)"
"61276400","2024-05-27T00:25:29.000",,"NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","11235","3216 EMMONS AVENUE","EMMONS AVENUE","BRAGG STREET","BRIGHAM STREET","BRAGG STREET","BRIGHAM STREET","ADDRESS","BROOKLYN","EMMONS AVENUE",,"In Progress",,,"2024-05-27T01:02:03.000","15 BROOKLYN","3088150590","BROOKLYN","1003066","152123","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.58419862486405","-73.93225865764701","
,  
(40.58419862486405, -73.93225865764701)"
"61278547","2024-05-27T00:25:15.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11207","276 ELDERT STREET","ELDERT STREET","WILSON AVENUE","KNICKERBOCKER AVENUE","WILSON AVENUE","KNICKERBOCKER AVENUE","ADDRESS","BROOKLYN","ELDERT STREET",,"In Progress",,,"2024-05-27T00:53:40.000","04 BROOKLYN","3034180021","BROOKLYN","1009799","191405","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.69200240531681","-73.90786979269298","
,  
(40.69200240531681, -73.90786979269298)"
"61274830","2024-05-27T00:25:04.000","2024-05-27T00:37:16.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10472","1214 EVERGREEN AVENUE","EVERGREEN AVENUE","WESTCHESTER AVENUE","BRONX RIVER AVENUE","WESTCHESTER AVENUE","BRONX RIVER AVENUE","ADDRESS","BRONX","EVERGREEN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:37:22.000","09 BRONX","2037710011","BRONX","1017115","241440","ONLINE","Unspecified","BRONX",,,,,,,,"40.829311340890854","-73.8812435715703","
,  
(40.829311340890854, -73.8812435715703)"
"61276126","2024-05-27T00:25:01.000","2024-05-27T00:44:50.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10029","333 EAST  102 STREET","EAST  102 STREET","2 AVENUE","1 AVENUE","2 AVENUE","1 AVENUE","ADDRESS","NEW YORK","EAST  102 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:44:55.000","11 MANHATTAN","1016747501","MANHATTAN","999980","226225","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.78759752527264","-73.94319586809269","
,  
(40.78759752527264, -73.94319586809269)"
"61276407","2024-05-27T00:24:48.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11233","67 MOTHER GASTON BOULEVARD","MOTHER GASTON BOULEVARD","HULL STREET","SOMERS STREET","HULL STREET","SOMERS STREET","ADDRESS","BROOKLYN","MOTHER GASTON BOULEVARD",,"In Progress",,,"2024-05-27T00:58:45.000","16 BROOKLYN","3015400003","BROOKLYN","1009681","186782","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.6793136744638","-73.90831275174811","
,  
(40.6793136744638, -73.90831275174811)"
"61278541","2024-05-27T00:24:43.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11377","72-41 51 DRIVE","51 DRIVE","72 PLACE","74 STREET","72 PLACE","74 STREET","ADDRESS","WOODSIDE","51 DRIVE",,"In Progress",,,"2024-05-27T00:56:55.000","02 QUEENS","4024650025","QUEENS","1014638","207165","PHONE","Unspecified","QUEENS",,,,,,,,"40.73524451884162","-73.8903491395586","
,  
(40.73524451884162, -73.8903491395586)"
"61278938","2024-05-27T00:24:25.000","2024-05-27T00:39:22.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11421","80-20 PARK LN SOUTH","PARK LN SOUTH","80 STREET","FOREST PARK DRIVE","80 STREET","FOREST PARK DRIVE","ADDRESS","WOODHAVEN","PARK LANE SOUTH",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-05-27T00:39:28.000","09 QUEENS","4088510115","QUEENS","1022288","192824","MOBILE","Unspecified","QUEENS",,,,,,,,"40.69585236180941","-73.86282625639046","
,  
(40.69585236180941, -73.86282625639046)"
"61275415","2024-05-27T00:24:24.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11226","MARTENSE STREET","MARTENSE STREET","MARTENSE STREET","ROGERS AVENUE","MARTENSE STREET","ROGERS AVENUE","INTERSECTION",,,,"In Progress",,,"2024-05-27T00:53:13.000","17 BROOKLYN",,"BROOKLYN","997413","176656","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.6515468007202","-73.9525627465064","
,  
(40.6515468007202, -73.9525627465064)"
"61273231","2024-05-27T00:24:09.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10473","1742 LACOMBE AVENUE","LACOMBE AVENUE","SOUNDVIEW PARK PATH","COMMONWEALTH AVENUE","SOUNDVIEW PARK PATH","COMMONWEALTH AVENUE","ADDRESS","BRONX","LACOMBE AVENUE",,"In Progress",,,"2024-05-27T00:57:38.000","09 BRONX","2034920041","BRONX","1021619","236069","ONLINE","Unspecified","BRONX",,,,,,,,"40.81455157443058","-73.8649984736747","
,  
(40.81455157443058, -73.8649984736747)"
"61272196","2024-05-27T00:24:07.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10463","3110 KINGSBRIDGE TERRACE","KINGSBRIDGE TERRACE","SUMMIT PLACE","SHRADY PLACE","SUMMIT PLACE","SHRADY PLACE","ADDRESS","BRONX","KINGSBRIDGE TERRACE",,"In Progress",,,"2024-05-27T00:59:38.000","08 BRONX","2032540005","BRONX","1011872","259034","MOBILE","Unspecified","BRONX",,,,,,,,"40.87761955641205","-73.90011644259737","
,  
(40.87761955641205, -73.90011644259737)"
"61276375","2024-05-27T00:24:06.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11385","64-45 OTTO ROAD","OTTO ROAD","64 PLACE","65 STREET","64 PLACE","65 STREET","ADDRESS","RIDGEWOOD","OTTO ROAD",,"In Progress",,,,"05 QUEENS",,"QUEENS","1014249","195432","ONLINE","Unspecified","QUEENS",,,,,,,,"40.70304160935717","-73.89180508237682","
,  
(40.70304160935717, -73.89180508237682)"
"61275916","2024-05-27T00:24:04.000","2024-05-27T00:27:22.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11214","1843 81 STREET","81 STREET","18 AVENUE","19 AVENUE","18 AVENUE","19 AVENUE","ADDRESS","BROOKLYN","81 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:27:27.000","11 BROOKLYN","3062850052","BROOKLYN","984647","161308","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60942955717735","-73.99857018100036","
,  
(40.60942955717735, -73.99857018100036)"
"61273536","2024-05-27T00:24:03.000","2024-05-27T00:37:34.000","NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11209","7727 SHORE ROAD","SHORE ROAD","78 STREET","79 STREET","78 STREET","79 STREET","ADDRESS","BROOKLYN","SHORE ROAD",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:37:37.000","10 BROOKLYN","3059560005","BROOKLYN","973574","169404","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.63164496595623","-74.03846304655443","
,  
(40.63164496595623, -74.03846304655443)"
"61274268","2024-05-27T00:24:03.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11419","104-35 129 STREET","129 STREET","LIBERTY AVENUE","107 AVENUE","LIBERTY AVENUE","107 AVENUE","ADDRESS","SOUTH RICHMOND HILL","129 STREET",,"In Progress",,,"2024-05-27T01:04:15.000","10 QUEENS","4095830071","QUEENS","1035262","190309","MOBILE","Unspecified","QUEENS",,,,,,,,"40.68888400812693","-73.81605820471746","
,  
(40.68888400812693, -73.81605820471746)"
"61273787","2024-05-27T00:23:57.000","2024-05-27T00:38:13.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10459","985 EAST  163 STREET","EAST  163 STREET","TIFFANY STREET","FOX STREET","TIFFANY STREET","FOX STREET","ADDRESS","BRONX","EAST  163 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:38:15.000","02 BRONX","2027140061","BRONX","1013555","238404","PHONE","Unspecified","BRONX",,,,,,,,"40.820990919466","-73.89412074303881","
,  
(40.820990919466, -73.89412074303881)"
"61279031","2024-05-27T00:23:50.000","2024-05-27T00:30:08.000","NYPD","New York City Police Department","Noise - Park","Loud Music/Party","Park/Playground","11205","955 KENT AVENUE","KENT AVENUE","WILLOUGHBY AVENUE","DEKALB AVENUE","WILLOUGHBY AVENUE","DEKALB AVENUE","ADDRESS","BROOKLYN","KENT AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:30:12.000","03 BROOKLYN","3019260010","BROOKLYN","995689","191200","ONLINE","Star Spangled Playground","BROOKLYN",,,,,,,,"40.69146921271504","-73.95875107211774","
,  
(40.69146921271504, -73.95875107211774)"
"61273235","2024-05-27T00:23:39.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10456","1481 WASHINGTON AVENUE","WASHINGTON AVENUE","ST PAULS PLACE","EAST  171 STREET","ST PAULS PLACE","EAST  171 STREET","ADDRESS","BRONX","WASHINGTON AVENUE",,"In Progress",,,"2024-05-27T00:56:58.000","03 BRONX","2029020036","BRONX","1010934","244328","ONLINE","Unspecified","BRONX",,,,,,,,"40.83725890119578","-73.90356687170548","
,  
(40.83725890119578, -73.90356687170548)"
"61275407","2024-05-27T00:23:38.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11216","310 MADISON STREET","MADISON STREET","MARCY AVENUE","TOMPKINS AVENUE","MARCY AVENUE","TOMPKINS AVENUE","ADDRESS","BROOKLYN","MADISON STREET",,"In Progress",,,"2024-05-27T00:55:45.000","03 BROOKLYN","3018240019","BROOKLYN","999236","188933","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.68524152421856","-73.94596566849465","
,  
(40.68524152421856, -73.94596566849465)"
"61274292","2024-05-27T00:23:37.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10027","41 ST NICHOLAS TERRACE","ST NICHOLAS TERRACE","WEST  129 STREET","WEST  130 STREET","WEST  129 STREET","WEST  130 STREET","ADDRESS","NEW YORK","ST NICHOLAS TERRACE",,"In Progress",,,"2024-05-27T00:53:20.000","09 MANHATTAN","1019690040","MANHATTAN","997741","235720","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.81366240227156","-73.95126225932395","
,  
(40.81366240227156, -73.95126225932395)"
"61272619","2024-05-27T00:23:33.000","2024-05-27T00:34:33.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Store/Commercial","11416","95-13 84 STREET","84 STREET","95 AVENUE","ROCKAWAY BOULEVARD","95 AVENUE","ROCKAWAY BOULEVARD","ADDRESS","OZONE PARK","84 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:34:38.000","09 QUEENS","4090170032","QUEENS","1023997","188630","PHONE","Unspecified","QUEENS",,,,,,,,"40.68433330216217","-73.85668796578456","
,  
(40.68433330216217, -73.85668796578456)"
"61276175","2024-05-27T00:23:27.000","2024-05-27T00:38:28.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11211","224 SOUTH    3 STREET","SOUTH    3 STREET","ROEBLING STREET","HAVEMEYER STREET","ROEBLING STREET","HAVEMEYER STREET","ADDRESS","BROOKLYN","SOUTH    3 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:38:32.000","01 BROOKLYN","3024330015","BROOKLYN","995679","198365","MOBILE","Unspecified","BROOKLYN","Car",,,,,,,"40.71113547081354","-73.958774972642","
,  
(40.71113547081354, -73.958774972642)"
"61279560","2024-05-27T00:23:23.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11367","144-20 78 ROAD","78 ROAD","MAIN STREET","147 STREET","MAIN STREET","147 STREET","ADDRESS","FLUSHING","78 ROAD",,"In Progress",,,"2024-05-27T01:05:03.000","08 QUEENS","4066710001","QUEENS","1034877","201476","ONLINE","Unspecified","QUEENS",,,,,,,,"40.71953694074092","-73.81736249983769","
,  
(40.71953694074092, -73.81736249983769)"
"61273229","2024-05-27T00:23:15.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10031","550 WEST  144 STREET","WEST  144 STREET","AMSTERDAM AVENUE","BROADWAY","AMSTERDAM AVENUE","BROADWAY","ADDRESS","NEW YORK","WEST  144 STREET",,"In Progress",,,"2024-05-27T01:19:43.000","09 MANHATTAN","1020750053","MANHATTAN","998228","239902","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.825140055307415","-73.94949420718511","
,  
(40.825140055307415, -73.94949420718511)"
"61272877","2024-05-27T00:23:14.000","2024-05-27T00:41:38.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10457","230 EAST  173 STREET","EAST  173 STREET","EASTBURN AVENUE","WEEKS AVENUE","EASTBURN AVENUE","WEEKS AVENUE","ADDRESS","BRONX","EAST  173 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:41:43.000","04 BRONX","2027930011","BRONX","1009585","246680","PHONE","Unspecified","BRONX",,,,,,,,"40.843718425416235","-73.90843312503242","
,  
(40.843718425416235, -73.90843312503242)"
"61279120","2024-05-27T00:22:54.000","2024-05-27T00:31:56.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11226","435 EAST   23 STREET","EAST   23 STREET","DITMAS AVENUE","NEWKIRK AVENUE","DITMAS AVENUE","NEWKIRK AVENUE","ADDRESS","BROOKLYN","EAST   23 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:31:59.000","14 BROOKLYN","3052090030","BROOKLYN","996447","172286","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.639553478186976","-73.95605194979676","
,  
(40.639553478186976, -73.95605194979676)"
"61274028","2024-05-27T00:22:51.000","2024-05-27T00:36:14.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10031","516 WEST  136 STREET","WEST  136 STREET","AMSTERDAM AVENUE","BROADWAY","AMSTERDAM AVENUE","BROADWAY","ADDRESS","NEW YORK","WEST  136 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:36:17.000","09 MANHATTAN","1019880120","MANHATTAN","997292","238045","PHONE","Unspecified","MANHATTAN","Car",,,,,,,"40.82004454841862","-73.95287980338107","
,  
(40.82004454841862, -73.95287980338107)"
"61274243","2024-05-27T00:22:51.000",,"NYPD","New York City Police Department","Illegal Fireworks","N/A","Street/Sidewalk","11419","105-70 131 STREET","131 STREET","VAN SICLEN STREET","107 AVENUE","VAN SICLEN STREET","107 AVENUE","ADDRESS","SOUTH RICHMOND HILL","131 STREET",,"In Progress",,,"2024-05-27T01:08:28.000","10 QUEENS","4095900044","QUEENS","1035981","189798","PHONE","Unspecified","QUEENS",,,,,,,,"40.68747726036487","-73.81346952750982","
,  
(40.68747726036487, -73.81346952750982)"
"61276966","2024-05-27T00:22:46.000","2024-05-27T00:38:57.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10457","1880 BATHGATE AVENUE","BATHGATE AVENUE","EAST  176 STREET","EAST TREMONT AVENUE","EAST  176 STREET","EAST TREMONT AVENUE","ADDRESS","BRONX","BATHGATE AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:39:03.000","06 BRONX","2029247501","BRONX","1012643","247590","ONLINE","Unspecified","BRONX",,,,,,,,"40.84620680346176","-73.89737692293161","
,  
(40.84620680346176, -73.89737692293161)"
"61279300","2024-05-27T00:22:40.000","2024-05-27T00:31:12.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10031","500 WEST  135 STREET","WEST  135 STREET","AMSTERDAM AVENUE","BROADWAY","AMSTERDAM AVENUE","BROADWAY","ADDRESS","NEW YORK","WEST  135 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:31:17.000","09 MANHATTAN","1019880036","MANHATTAN","997364","237704","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.81910849303227","-73.9526203368398","
,  
(40.81910849303227, -73.9526203368398)"
"61277240","2024-05-27T00:22:37.000","2024-05-27T00:39:32.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10002","141 DIVISION STREET","DIVISION STREET","LUDLOW STREET","CANAL STREET","LUDLOW STREET","CANAL STREET","ADDRESS","NEW YORK","DIVISION STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:39:35.000","03 MANHATTAN","1002837501","MANHATTAN","986741","199591","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.714507579686725","-73.99101437265718","
,  
(40.714507579686725, -73.99101437265718)"
"61272595","2024-05-27T00:22:33.000","2024-05-27T00:42:38.000","NYPD","New York City Police Department","Illegal Fireworks","N/A","Residential Building/House","11204","1982 67 STREET","67 STREET","19 AVENUE","20 AVENUE","19 AVENUE","20 AVENUE","ADDRESS","BROOKLYN","67 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:42:43.000","11 BROOKLYN","3055700039","BROOKLYN","987677","163594","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.61570350224691","-73.98765629655534","
,  
(40.61570350224691, -73.98765629655534)"
"61273194","2024-05-27T00:22:32.000",,"NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11209","22 82 STREET","82 STREET","SHORE ROAD","HARBOR VIEW TERRACE","SHORE ROAD","HARBOR VIEW TERRACE","ADDRESS","BROOKLYN","82 STREET",,"In Progress",,,"2024-05-27T00:53:10.000","10 BROOKLYN","3060030042","BROOKLYN","973380","168280","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.62855958759955","-74.03916017123208","
,  
(40.62855958759955, -74.03916017123208)"
"61277124","2024-05-27T00:22:29.000","2024-05-27T00:46:18.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10452","1001 GRAND CONCOURSE","GRAND CONCOURSE","EAST  164 STREET","EAST  165 STREET","EAST  164 STREET","EAST  165 STREET","ADDRESS","BRONX","GRAND CONCOURSE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:46:23.000","04 BRONX","2024710050","BRONX","1006086","241604","ONLINE","Unspecified","BRONX",,,,,,,,"40.829795626968604","-73.92109588310285","
,  
(40.829795626968604, -73.92109588310285)"
"61272879","2024-05-27T00:22:25.000","2024-05-27T00:23:29.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","655 WEST  160 STREET","WEST  160 STREET","FORT WASHINGTON AVENUE","RIVERSIDE DRIVE","FORT WASHINGTON AVENUE","RIVERSIDE DRIVE","ADDRESS","NEW YORK","WEST  160 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:23:33.000","12 MANHATTAN","1021360098","MANHATTAN","999307","244152","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.83680331008733","-73.94558598899529","
,  
(40.83680331008733, -73.94558598899529)"
"61275076","2024-05-27T00:22:16.000","2024-05-27T00:25:52.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10452","1506 WALTON AVENUE","WALTON AVENUE","EAST  172 STREET","ROCKWOOD STREET","EAST  172 STREET","ROCKWOOD STREET","ADDRESS","BRONX","WALTON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:25:55.000","04 BRONX","2028350001","BRONX","1007955","245981","PHONE","Unspecified","BRONX",,,,,,,,"40.8418044019242","-73.91432680993934","
,  
(40.8418044019242, -73.91432680993934)"
"61271922","2024-05-27T00:22:04.000","2024-05-27T00:33:39.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11211","363 SOUTH    4 STREET","SOUTH    4 STREET","KEAP STREET","HOOPER STREET","KEAP STREET","HOOPER STREET","ADDRESS","BROOKLYN","SOUTH    4 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:33:42.000","01 BROOKLYN","3024370026","BROOKLYN","997143","197392","PHONE","Unspecified","BROOKLYN","Car",,,,,,,"40.70846280471938","-73.95349610882195","
,  
(40.70846280471938, -73.95349610882195)"
"61277503","2024-05-27T00:21:58.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11203","523 EAST   39 STREET","EAST   39 STREET","CORTELYOU ROAD","CLARENDON ROAD","CORTELYOU ROAD","CLARENDON ROAD","ADDRESS","BROOKLYN","EAST   39 STREET",,"In Progress",,,"2024-05-27T00:54:36.000","17 BROOKLYN","3049390031","BROOKLYN","1000839","174075","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.64445676099001","-73.9402223656346","
,  
(40.64445676099001, -73.9402223656346)"
"61274242","2024-05-27T00:21:55.000",,"NYPD","New York City Police Department","Illegal Fireworks","N/A","Residential Building/House","11419","104-34 129 STREET","129 STREET","LIBERTY AVENUE","107 AVENUE","LIBERTY AVENUE","107 AVENUE","ADDRESS","SOUTH RICHMOND HILL","129 STREET",,"In Progress",,,"2024-05-27T01:04:00.000","10 QUEENS","4095820019","QUEENS","1035256","190307","PHONE","Unspecified","QUEENS",,,,,,,,"40.68887855317835","-73.81607985491624","
,  
(40.68887855317835, -73.81607985491624)"
"61273221","2024-05-27T00:21:47.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10455","720 WESTCHESTER AVENUE","WESTCHESTER AVENUE","FOREST AVENUE","EAST  156 STREET","FOREST AVENUE","EAST  156 STREET","ADDRESS","BRONX","WESTCHESTER AVENUE",,"In Progress",,,"2024-05-27T00:56:23.000","01 BRONX","2026540002","BRONX","1010098","237014","ONLINE","Unspecified","BRONX",,,,,,,,"40.817186555273494","-73.90661626221494","
,  
(40.817186555273494, -73.90661626221494)"
"61272182","2024-05-27T00:21:46.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11411","117-25 219 STREET","219 STREET","LINDEN BOULEVARD","117 ROAD","LINDEN BOULEVARD","117 ROAD","ADDRESS","CAMBRIA HEIGHTS","219 STREET",,"In Progress",,,"2024-05-27T01:30:54.000","13 QUEENS","4127360046","QUEENS","1055992","192532","MOBILE","Unspecified","QUEENS",,,,,,,,"40.69484184680395","-73.741285560651","
,  
(40.69484184680395, -73.741285560651)"
"61278308","2024-05-27T00:21:41.000","2024-05-27T00:38:39.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11208","1140 BLAKE AVENUE","BLAKE AVENUE","MILFORD STREET","LOGAN STREET","MILFORD STREET","LOGAN STREET","ADDRESS","BROOKLYN","BLAKE AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:38:42.000","05 BROOKLYN","3042770021","BROOKLYN","1018757","183638","PHONE","Unspecified","BROOKLYN","Van",,,,,,,"40.670653383377484","-73.87560687541018","
,  
(40.670653383377484, -73.87560687541018)"
"61278542","2024-05-27T00:21:27.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11412","109-35 FARMERS BOULEVARD","FARMERS BOULEVARD","109 ROAD","ILION AVENUE","109 ROAD","ILION AVENUE","ADDRESS","SAINT ALBANS","FARMERS BOULEVARD",,"In Progress",,,"2024-05-27T01:22:36.000","12 QUEENS","4109250011","QUEENS","1048983","195386","PHONE","Unspecified","QUEENS",,,,,,,,"40.70272942648802","-73.76653370726574","
,  
(40.70272942648802, -73.76653370726574)"
